payeeName,count,sum_amount
HORSFORD FOR CONGRESS,1,"2,500.00"
SILK PAC,1,"2,500.00"
"Alaskans for Don Young, Inc. ",1,"2,500.00"
Citizens to Elect Norton ,1,"2,500.00"
McConnell Senate Committee '14,1,"2,500.00"
Making America Prosperous PAC ,1,"2,500.00"
COMMITTEE TO ELECT HANK JOHNSON,1,"2,500.00"
SANFORD D. BISHOP JR. FOR CONGRESS,1,"2,500.00"
SHAHEEN FOR U.S. SENATE,1,"2,500.00"
"Jobs, Education, & Families First (JEFF) PAC",1,"2,500.00"
TILLIS MAJORITY COMMITTEE,1,"2,500.00"
TOGETHER EVERYONE REALIZES REAL IMPACT PAC AKA TERRI PAC,1,"2,500.00"
21st Century Majority PAC,1,"2,500.00"
NEW VOICE PAC,1,"2,500.00"
Building Americas Republican Representation PAC,1,"2,500.00"
Republican Party Of Kentucky,1,"2,500.00"
Cowboy PAC (C00638130)ll,1,"2,500.00"
DO RIGHT BAYOU PAC,1,"2,500.00"
NOOGA PAC,1,"2,500.00"
Save America PAC (C00461723),1,"2,500.00"
FRIENDS OF CAROL MILLER,1,"2,500.00"
Bacon for Congress,1,"2,500.00"
DEFENSE ECONOMIC RENEWAL EDUCATION AND KNOWLEDGE PAC,1,"2,500.00"
FUNDING DEVELOPING LEADERSHIP POLITICAL ACTION COMMITTEE AKA FDL PAC,1,"2,500.00"
Kilili For Congress,1,"2,500.00"
Regional Airline Association PAC,1,"2,500.00"
Richard Blumenthal for Senate,1,"2,500.00"
REPUBLICAN MAINSTREET PARTNERSHIP PAC,1,"2,500.00"
Crapo for U.D. Senate,1,"2,500.00"
Friends of Abby Finkenauer,1,"2,500.00"
Sinema for Congress,1,"2,500.00"
Democrat's Time in Nevada,1,"2,500.00"
Blue Nevada,1,"2,500.00"
Democrats Time in Nevada,1,"2,500.00"
Irish American Democrats Federal Account,1,"2,500.00"
Committee to Re-Elect Chris Smith ,1,"2,500.00"
Majority Committee PACMc PAC,1,"2,500.00"
Developing a New Generation PAC (DANG PAC),1,"2,500.00"
BRETTPAC-Leadership PAC of Rep. Brett Guthrie,1,"2,500.00"
Speak Up America PAC,1,"2,500.00"
Razor PAC,1,"2,500.00"
Friends for Cheri Bustos,1,"2,500.00"
"JOBS, FREEDOM, AND SECURITY PAC",1,"2,500.00"
MEEKS FOR CONGRESS,1,"2,500.00"
Lead Encourage Elect PAC,1,"2,500.00"
Common Values PAC ,1,"2,500.00"
BergmanForCongress,1,"2,500.00"
Mike Levin for Senate,1,"2,500.00"
Porter for Congress,1,"2,500.00"
Rouda for Congress,1,"2,500.00"
NEAL VICTORY FUND,1,"2,500.00"
New Millennium,1,"2,500.00"
Adam Kinzinger Future 1st Committee ,1,"2,500.00"
JIM RISCH FOR US SENATE COMMITTEE,1,"2,500.00"
Future Forum Political Action Committee,1,"2,500.00"
Democratic Congressional Campaign Cmte.,1,"2,500.00"
JOHN THUNE FOR SOUTH DAKOTA,1,"2,500.00"
COLEPAC,1,"2,500.00"
COMMITTEE TO REELECT HENRY HANK JOHNSON,1,"2,500.00"
SUPPORTING HOUSE PROBLEM SOLVERS  SHP PAC,1,"2,500.00"
Kansas Historical Foundation ,1,"2,500.00"
Doing Right - RAUL PAC,1,"2,500.00"
Cowboy Victory Fund,1,"2,500.00"
Keystone PAC,1,"2,500.00"
Repair the World,1,"2,500.00"
Conservative Opportunity Leadership and Enterprise PAC,1,"2,500.00"
HOOPSPAC,1,"2,500.00"
Building America's Republican Representation PAC (BARR PAC),1,"2,500.00"
"Ben Sasse For US Senate, Inc.",1,"2,500.00"
Healthcare Freedom Fund ,1,"2,500.00"
Nancy Pelosi Victory Fund,1,"2,500.00"
Davis For Congress/Friends Of Davis,1,"2,500.00"
Kansas State Historical Society Inc.,1,"2,500.00"
"Ben Sasse For US Senate, Inc. ",1,"2,500.00"
Irina Vilarino for Congress,1,"2,500.00"
Becker for Congress,1,"2,500.00"
"Jobs, Education, & Families First - JEFF PAC",1,"2,500.00"
Nomura PAC,6,"2,499.96"
National Restaurant Associaiton PAC,2,"2,480.00"
Ross Spano For Congress,3,"2,456.86"
"Amy McGrath for Senate, Inc.",10,"2,450.00"
Carter for Congress,7,"2,450.00"
Friends of Harry Spikes,2,"2,450.00"
Van Scoyoc Associates,5,"2,434.15"
PPL People for Good Government,2,"2,415.79"
bullock for president,3,"2,400.00"
Democratic State Committee (Delaware),2,"2,400.00"
Hay Adams Hotel,2,"2,331.84"
Michael Bennet,3,"2,325.00"
Zeldin for Congress ,3,"2,300.00"
Michael Bennet ,2,"2,300.00"
David Valadao,9,"2,250.00"
Protect the Majority Chiefs Victory Fund,5,"2,250.00"
Tom Suozzi for Congress,5,"2,250.00"
Fischer for Senate,4,"2,250.00"
Mary M Lewis,4,"2,250.00"
Harder for Congress,3,"2,250.00"
Derek Kilmer for Congress,3,"2,250.00"
Makki for Congress,3,"2,250.00"
Armstrong for Congress ,3,"2,250.00"
Tom Cotton for Senate,3,"2,250.00"
Sanford Bishop for Congress ,3,"2,250.00"
Mike Waltz for Congress,3,"2,250.00"
Marcy Kaptur for Congress,3,"2,250.00"
Jobs Education & Families First - JEFF PAC,2,"2,250.00"
"Tiffany for Wisconsin, Inc.",2,"2,250.00"
Collins for Congress ,2,"2,250.00"
Scott Fitzgerald for Congress ,2,"2,250.00"
New Dem PAC,2,"2,225.95"
Anthony Brindisi,6,"2,225.00"
Kendra Horn,5,"2,225.00"
John Blair for Congress,7,"2,200.00"
Tucker for Senate,5,"2,200.00"
Reed for Congress,3,"2,200.00"
Nancy Pelosi,2,"2,200.00"
Mandela Barnes for Lt. Governor  ,1,"2,200.00"
Congressional Black Caucus Foundation (Women's Leadership Reception) (in-kind),1,"2,194.08"
Ilhan for Congress,6,"2,157.80"
Bridget Lamont,8,"2,150.00"
GINA ORTIZ JONES FOR CONGRESS,3,"2,100.00"
Jon Hoadley for Congress,3,"2,100.00"
Haley Stevens,7,"2,095.00"
B.Lin Catering,10,"2,079.00"
Sara Gideon,3,"2,050.00"
Information Technology Industry Council PAC,1,"2,025.00"
Pete Stauber,2,"2,010.00"
Tiffani Williams,7,"2,000.00"
Texans for Arrington,4,"2,000.00"
Cong. Bennie Thompson (D-MS),4,"2,000.00"
Horn for Congress,4,"2,000.00"
Rep. Ben Ray Lujan ,4,"2,000.00"
Wesley Hunt for Congress,4,"2,000.00"
Health Coach PAC,4,"2,000.00"
Tiffany Haas,4,"2,000.00"
McGovern for Congress,4,"2,000.00"
Guest for Congress,4,"2,000.00"
Cole PAC,3,"2,000.00"
Friends of Chris Carr,3,"2,000.00"
Devin Nunes for Congress,3,"2,000.00"
Ann Kirkpatrick for Congress,3,"2,000.00"
Valadao For Congress,3,"2,000.00"
Team Graham ,3,"2,000.00"
Ruppersberger for Congress,3,"2,000.00"
AMANDA MAKKI FOR CONGRESS,3,"2,000.00"
Allred for Congress,3,"2,000.00"
Greg Walden for Congress,3,"2,000.00"
Peters for Congress,3,"2,000.00"
Mark Warner for Senate,3,"2,000.00"
Gus Bilirakis for Congress,3,"2,000.00"
Lloyd Smucker for Congress,3,"2,000.00"
Cardenas for Congress,3,"2,000.00"
Clay for Congress,3,"2,000.00"
Doug Jones One Alabama,3,"2,000.00"
Texans for Cornyn,3,"2,000.00"
A Whole Lot of People for Grijalva Congress Cmte,3,"2,000.00"
Gonzales for Congress,3,"2,000.00"
CNG-OK-HornK,3,"2,000.00"
JOE CUNNINGHAM FOR CONGRESS,3,"2,000.00"
Michael Waltz for US Congress,3,"2,000.00"
Elizabeth Pannill Fletcher for Congress ,2,"2,000.00"
KATIE PORTER FOR CONGRESS,2,"2,000.00"
Katherine Clark for Congress ,2,"2,000.00"
Handel for Congress,2,"2,000.00"
Ed Case for Congress,2,"2,000.00"
Tina Smith for Congress,2,"2,000.00"
Clark for Congress,2,"2,000.00"
Hightower for Alabama,2,"2,000.00"
Sen. Jeanne Shaheen (D-NH),2,"2,000.00"
Friends of Dave Joyce ,2,"2,000.00"
Cramer for Congress,2,"2,000.00"
Dr John Joyce For Congress,2,"2,000.00"
Lucille Roybal-Allard For Congress,2,"2,000.00"
In The Arena PAC,2,"2,000.00"
Sara Gideon from Maine,2,"2,000.00"
Amy McGrath (KY),2,"2,000.00"
Lacy Clay for Congress,2,"2,000.00"
Lee for Congress,2,"2,000.00"
Blumenthal For Connecticut,2,"2,000.00"
ESPAILLAT FOR CONGRESS,2,"2,000.00"
MARK TAKANO FOR CONGRESS,2,"2,000.00"
Committee To ReElect Nydia M Velazquez To Congress,2,"2,000.00"
GREG STEUBE FOR CONGRESS,2,"2,000.00"
JOE NEGUSE FOR CONGRESS,2,"2,000.00"
Mccaul For Congress Inc,2,"2,000.00"
Elect Jim Baird For Congress,2,"2,000.00"
Cantwell for Senate ,2,"2,000.00"
Martin Heinrich For Senate,2,"2,000.00"
Maya R. Cummings,2,"2,000.00"
Oceans Pac,2,"2,000.00"
Mary Beth L. McGowan,2,"2,000.00"
THERESA GREENFIELD FOR IOWA,2,"2,000.00"
DEB FISCHER FOR US SENATE INC,2,"2,000.00"
Susan Wild,2,"2,000.00"
OORAH PAC,2,"2,000.00"
MARTIN HEINRICH FOR SENATE,2,"2,000.00"
Robert Aderholt For Congress,2,"2,000.00"
WARNER VICTORY FUND,2,"2,000.00"
CITIZENS FOR TURNER,2,"2,000.00"
GREG STEUBE CONGRESSIONAL COMMITTEE,2,"2,000.00"
Titus For Congress,2,"2,000.00"
McSally for U.S. Senate,2,"2,000.00"
Senator Chris Coons,2,"2,000.00"
Committee to Elect Linda Sanchez,2,"2,000.00"
MCCLINTOCK FOR CONGRESS,2,"2,000.00"
Thom Tillis ,2,"2,000.00"
Trent Kelly,2,"2,000.00"
Roy Blunt for Missouri,2,"2,000.00"
Roger Williams for U.S. Congress,2,"2,000.00"
Markwayne Mullin for Congress,2,"2,000.00"
Tom Malinowski,2,"2,000.00"
Donald Norcross,2,"2,000.00"
Leahy for US Senator,2,"2,000.00"
Butterflied for Congress Committee,2,"2,000.00"
Hoeven for Senate ,2,"2,000.00"
Joni for Iowa ,2,"2,000.00"
Greg Walden,2,"2,000.00"
Friends of Chris Smith ,2,"2,000.00"
Curran for U.S. Senate,2,"2,000.00"
Capito for Senate,2,"2,000.00"
National Republican Cam Committee,2,"2,000.00"
Valley PAC,2,"2,000.00"
John Larson,2,"2,000.00"
JOE WILSON FOR CONGRESS,2,"2,000.00"
JOHN CARTER FOR CONGRESS,2,"2,000.00"
GEORGE HOLDING FOR CONGRESS INC,2,"2,000.00"
JONI FOR IOWA (C00546788),2,"2,000.00"
Walden for Congress (C00333427),2,"2,000.00"
Citizens for Grassley,2,"2,000.00"
Todd Young US Senate,2,"2,000.00"
Bradley Byrne for US Senate,2,"2,000.00"
Texans4Arrington,2,"2,000.00"
Rounds for US Senate,2,"2,000.00"
Jason Lewis for US Senate,2,"2,000.00"
Steve Cohen,2,"2,000.00"
Ron Kind,2,"2,000.00"
Scott Peters,2,"2,000.00"
Adam Schiff,2,"2,000.00"
Kurt Schrader,2,"2,000.00"
Christopher Smith,2,"2,000.00"
Tom Suozzi,2,"2,000.00"
Lori Trahan,2,"2,000.00"
Mike Crapo For U.S. Senate,2,"2,000.00"
Athena PAC,2,"2,000.00"
Lipinski for Congress ,2,"2,000.00"
Glen Grothman,2,"2,000.00"
Colin Peterson,2,"2,000.00"
Filemon Vela,2,"2,000.00"
Scott Fitzgerald,2,"2,000.00"
"FRIENDS FOR CHRIS STEWART, INC.",2,"2,000.00"
Kathy Castor for Congress,2,"2,000.00"
Jodey Arrington for Congress,2,"2,000.00"
Mike Johnson for Congress,2,"2,000.00"
Citizens for Mike Adams,2,"2,000.00"
Gavin Clarkson for Senate,2,"2,000.00"
Walker for NC,2,"2,000.00"
Bishop for Congress ,2,"2,000.00"
Green Plains Inc. PAC,2,"2,000.00"
Clay JR. For Congress,2,"2,000.00"
Portman for Senate Committee ,2,"2,000.00"
Michael Waltz for U.S. Congress,2,"2,000.00"
"Chuck Fleishmann for Congress Committee, Inc.",2,"2,000.00"
Friends of Collin Peterson,2,"2,000.00"
Olson For Congress Committee,2,"2,000.00"
Good For Congress,2,"2,000.00"
Texans For Senator John Cornyn,2,"2,000.00"
Cohen for Congress ,2,"2,000.00"
Scholten4Iowa Campaign Committee,2,"2,000.00"
Beyer for Congress,2,"2,000.00"
House Majority PAC,2,"2,000.00"
Walden for Congress Committee,2,"2,000.00"
Ted Lieu For Congress,2,"2,000.00"
"Deb Fischer for US Senate, Inc",2,"2,000.00"
Austin Scott for Congress Inc.,2,"2,000.00"
CNG-TX-WilliamsR,2,"2,000.00"
Manufacturer and Business Association Political Action Committee,2,"2,000.00"
"Ben Cardin For Senate, Inc.",2,"2,000.00"
Jacky Rosen for Nevada,2,"2,000.00"
Ron Wright For Congress,2,"2,000.00"
Joe Kennedy III for Massachusetts,2,"2,000.00"
Bill Hagerty for U.S. Senate,2,"2,000.00"
Michael Waltz For Congress,2,"2,000.00"
"Cotton For Senate, Inc.",2,"2,000.00"
Charlie Crist For Congress,2,"2,000.00"
4MA PAC,2,"2,000.00"
"Jobs, Freedom and Security PAC",2,"2,000.00"
Volunteers for Shimkus ,2,"2,000.00"
T.J. Cox for Congress,2,"2,000.00"
Mad 4 Pa Pac,2,"2,000.00"
Cory Gardner ,2,"2,000.00"
Graves for Congress ,2,"2,000.00"
Chris Bubser for Congress,2,"2,000.00"
Joni Ernst for Iowa,2,"2,000.00"
Sara Hart Weir Exploratory Committee,2,"2,000.00"
MARSHA FOR SENATE,2,"2,000.00"
Rick Larsen for Congress,2,"2,000.00"
Steil For Wisconsin Inc,2,"2,000.00"
Linda Sanchez for Congress,2,"2,000.00"
THOMAS MASSIE FOR CONGRESS,2,"2,000.00"
CITIZENS FOR RUSH,2,"2,000.00"
"Matsui, Doris",2,"2,000.00"
"Collins, Susan",2,"2,000.00"
"Curtis, John",2,"2,000.00"
"Moolenaar, John",2,"2,000.00"
"Upton, Frederick",2,"2,000.00"
Theresa Greenfield For Congress,2,"2,000.00"
Smith for Congress,2,"2,000.00"
Mark Desaulnier For Congress,2,"2,000.00"
Cathy McMorris Rodgers,2,"2,000.00"
ITTA PAC,2,"2,000.00"
Tom Tiffany for Wisconsin Inc. ,2,"2,000.00"
Cindy Hyde-Smith for U.S. Senate ,2,"2,000.00"
David Rouzer for Congress ,2,"2,000.00"
Bost for Congress ,2,"2,000.00"
McConnell for U.S. Senate,2,"2,000.00"
Tina Smith for US Senate,2,"2,000.00"
Mike Lee for Senate,2,"2,000.00"
Lisa Murkowski For Us Senate,2,"2,000.00"
"Donate to Maxine Waters, U.S. Congress",1,"2,000.00"
"Donate to William Lacy Clay, Jr.",1,"2,000.00"
Kansas State Historical Foundation,1,"2,000.00"
Burgess For Congress,1,"2,000.00"
Adrian Smith for Congreess ,1,"2,000.00"
Crenshaw for Congress Campaign,1,"2,000.00"
Friends of Derek Kilmer,1,"2,000.00"
Fortenberry for United State Congress,1,"2,000.00"
jared Huffman for congress,1,"2,000.00"
Lauren underwood for congress,1,"2,000.00"
tim ryan for congress,1,"2,000.00"
Byrne for Senate,1,"2,000.00"
Bring America Together PAC,1,"2,000.00"
Bill's PAC,1,"2,000.00"
Friends of David Joyce ,1,"2,000.00"
Gus Bilirakis Campaign,1,"2,000.00"
Lead Encourage Elect PAC  LEE PAC,1,"2,000.00"
"Jones, Doug (D-AL)",1,"2,000.00"
Blumenthal for CT,1,"2,000.00"
Carolyn4Congress,1,"2,000.00"
Maggie Hassan for Senate,1,"2,000.00"
Florida Democratic Party,1,"2,000.00"
Vern Buchannan for Congress,1,"2,000.00"
WONDER WOMEN VICTORY COMMITTEE,1,"2,000.00"
Preserving America's Traditions(PATPAC),1,"2,000.00"
Keeping America Rolling PAC,1,"2,000.00"
The Fund for America's Future ,1,"2,000.00"
Top 4 2020 Committee,1,"2,000.00"
NITA LOWEY FOR CONGRESS,1,"2,000.00"
Troy Balderson,1,"2,000.00"
FRIENDS OF SHERROD BROWN,1,"2,000.00"
Lonestar Leadership PAC,1,"2,000.00"
Leahy For US Senator Committee,1,"2,000.00"
Tenth Congressional District Democrats Illinois,1,"2,000.00"
Peter Defazio,1,"2,000.00"
Guy Reschenthaler,1,"2,000.00"
Gallego for Congress,1,"2,000.00"
Trump for President,1,"2,000.00"
John Kennedy for U. S. Senate,1,"2,000.00"
Jim Clyburn for Congress,1,"2,000.00"
Rick W. Allen for Congress ,1,"2,000.00"
Team Cheney- Liz Cheney for Congress,1,"2,000.00"
Assembly Democratic Campaign Committee,1,"2,000.00"
State Senate Democratic Committee ,1,"2,000.00"
Brenner for Ohio,1,"2,000.00"
Friends of Matt Dolan,1,"2,000.00"
Hackett for Ohio,1,"2,000.00"
Steve Huffman for Ohio,1,"2,000.00"
Team Demmer,1,"2,000.00"
Citizens for Gregory Harris,1,"2,000.00"
Friends of Heather Steans,1,"2,000.00"
Dave Syverson Campaign Committee,1,"2,000.00"
House Republican Leadership (North Dakota),1,"2,000.00"
RICHARD NEAL FOR CONGRESS,1,"2,000.00"
McDermott for Congress,1,"2,000.00"
Joe Kennedy House Victory Fund,1,"2,000.00"
Richard E. Neal for Congress ,1,"2,000.00"
Chrissy Houlahan for Congress ,1,"2,000.00"
Terri Sewell for Congress ,1,"2,000.00"
Jeff PAC ,1,"2,000.00"
Brownley for Congress,1,"2,000.00"
Daniel Cameron,1,"2,000.00"
Doyle for Congress ,1,"2,000.00"
Chuck Fleischmann for Congress Cmte,1,"2,000.00"
Friends of glenn thompson,1,"2,000.00"
MANCHIN FOR WEST VIRGINIA,1,"2,000.00"
Citizens for Michael Turner,1,"2,000.00"
Cory Gardner For Senator,1,"2,000.00"
The Top Four 2020 Committee,1,"2,000.00"
Committee to Elect Wilkie Simmons,1,"2,000.00"
CA LUV PAC (CALIFORNIA LEADERSHIP UNITED FOR VICTORY PAC),1,"2,000.00"
Byrne for Congress,1,"2,000.00"
CNG-SC-CLYBURNJ,1,"2,000.00"
LPAC-WA-MurrayP,1,"2,000.00"
CNG-NJ-BecchiR,1,"2,000.00"
Crenshaw For Congress Campaign,1,"2,000.00"
Rep. Frank Pallone ,1,"2,000.00"
Rep. Kevin Brady,1,"2,000.00"
McCarthy Victory Fund (attributed to Kevin McCarthy for Congress),1,"2,000.00"
NADPac (National Assn of Dental Plans PAC),1,"2,000.00"
Rep. Tom Emmer (R-MN),1,"2,000.00"
Kennedy for Senate (MA),1,"2,000.00"
Building Americas Republican Representation PAC BARRPAC,1,"2,000.00"
"West Virginia Republican Party, Inc.",1,"2,000.00"
Making A Responsible Stand For Households in America PAC ,1,"2,000.00"
Reinventing A New Direction Political Action Committee,1,"2,000.00"
Ray Buckley - New Hampshire Demo Party Chairman,1,"2,000.00"
Goldfinch PAC,1,"2,000.00"
Andy Barr,1,"2,000.00"
American Gas Association Political Action Committee,1,"2,000.00"
Coordinated Campaign Fundraising,1,"2,000.00"
ActBlue MJ Hegar,1,"2,000.00"
Michael Waltz for Congress ,1,"2,000.00"
George Holding for Congress Inc.,1,"2,000.00"
Old North State PAC,1,"2,000.00"
Matt Bevin for Kentucky,1,"2,000.00"
Womack for Congress Finance Committee,1,"2,000.00"
NEW PIONEERS PAC,1,"2,000.00"
HUFFMAN FOR CONGRESS,1,"2,000.00"
VOLUNTEERS FOR SHIMKUS,1,"2,000.00"
Friends Of John Barrasso,1,"2,000.00"
"McConnell, Mitch",1,"2,000.00"
Crapo for Senate ,1,"2,000.00"
CTE TO ELECT ROBERT HALEY CONWAY,1,"2,000.00"
American Security PAC (C00439521),1,"2,000.00"
Arkansas for Leadership Political Action Committee (ARKPAC),1,"2,000.00"
Innovation PAC (C00540187),1,"2,000.00"
New PAC (C00398750),1,"2,000.00"
"Together Holding Our Majority (THOMPAC, C00571323)",1,"2,000.00"
TRU PAC (C00481531),1,"2,000.00"
VERN PAC (C00431403),1,"2,000.00"
"Self-Insurance Institute of America, Inc. PAC (Self-Insurance PAC)",1,"2,000.00"
Jim Risch for U S Senate,1,"2,000.00"
Candidate Cal Cunningham,1,"2,000.00"
M.J. Hegar For Texas,1,"2,000.00"
COMMITTEE TO REELECT HANK JOHNSON,1,"2,000.00"
Freedom Fund PAC,1,"2,000.00"
Committee To ReElect Nydia Velazquez To Congress,1,"2,000.00"
American Cable Association PAC ,1,"2,000.00"
Ordinary Towards Extraordinary Foundation,1,"2,000.00"
Bobby Scott for Congress (D-VA),1,"2,000.00"
Ron Johnson for Senate ,1,"2,000.00"
Foster for Congress,1,"2,000.00"
Building Americas Representation PAC,1,"2,000.00"
National Republican Congressional Committee-Building Fund,1,"2,000.00"
DBM PAC,1,"2,000.00"
Ron Wyden for US Senate,1,"2,000.00"
Calvert for Congress Committee,1,"2,000.00"
Andy Harris for Congress ,1,"2,000.00"
M PAC ,1,"2,000.00"
Rick Scott for Senate,1,"2,000.00"
Thomas Massie For Congress,1,"2,000.00"
Reinventing A New Direction PAC,1,"2,000.00"
U.S. DISBURSING OFFICER FSC RFMS SYMBOL 8768,1,"1,992.26"
DeGette for Congress,4,"1,950.00"
BLET Arkansas PAC Fund,6,"1,912.00"
Jenkins Hill Society,16,"1,904.00"
Rep. Ron Kind,2,"1,886.28"
Elect Democratic Women PAC,3,"1,875.00"
NRSC (National Republican Senatorial Committee),1,"1,875.00"
National Republican Senatorial Committee Article One Board,1,"1,875.00"
AFGE-PAC,3,"1,872.00"
Greg for Montana,3,"1,869.23"
Rosemary Becchi for Congress ,4,"1,850.00"
Pete Buttigieg,3,"1,850.00"
Rudy for Congress,9,"1,841.00"
Lizzie Fletcher,8,"1,833.00"
Texas for Senator John Cornyn,2,"1,813.00"
Turner Victory Fund,3,"1,800.00"
Becchi for Congress Exploratory Committee,1,"1,800.00"
SNCPAC,1,"1,800.00"
Washington Coal Club,1,"1,800.00"
Polsinelli PAC,1,"1,800.00"
Sarah Blackwood,15,"1,785.00"
GBI Strategies LLC,1,"1,768.14"
self,6,"1,750.00"
Deloitte Political Action Committee,4,"1,750.00"
Yvette Clarke for Congress,4,"1,750.00"
Candace for 24,4,"1,750.00"
Dingell for Congress,4,"1,750.00"
Charlie Crist,4,"1,750.00"
Evelyn Farkas,3,"1,750.00"
Young For Iowa,3,"1,750.00"
Tom Kean for Congress,3,"1,750.00"
Leahy for Senate,3,"1,750.00"
Friends of Jim Inhofe ,3,"1,750.00"
Young for Congress,3,"1,750.00"
Dwight Evans for Congress ,3,"1,750.00"
Jeffries for Congress ,3,"1,750.00"
Mike Turner for Congress,2,"1,750.00"
Huffstetler for Congress,2,"1,750.00"
Buchson for Congress,1,"1,750.00"
Rand Paul for US Senate,2,"1,745.00"
Lizzie Fletcher for Congress,4,"1,738.00"
Mikie Sherrill,5,"1,725.00"
"National Academy of Recording Arts and Sciences, Inc. PAC",1,"1,705.00"
Dan Kildee for Congress,3,"1,700.00"
John James for US Senate,3,"1,700.00"
Raul Grijalva,1,"1,700.00"
DC Taste,11,"1,698.62"
Schneider's of Capitol Hill,4,"1,692.23"
Roger Misso for Congress,3,"1,650.00"
"Clay, Jr for Congress Committee",3,"1,645.29"
Friends of John Barrasso ,2,"1,625.00"
Bob Casey for Senate ,2,"1,620.00"
Aguilar for Congress,1,"1,620.00"
Stautz for Congress,3,"1,600.00"
Cheri Bustos for Congress,3,"1,600.00"
Calvert for Congress,3,"1,600.00"
Rep. Michael Guest,3,"1,600.00"
Bishop McNamara High School,1,"1,600.00"
FRIENDS FOR CHRIS STEWART,1,"1,600.00"
Yum! Brands Inc. ,1,"1,600.00"
Yum! Brands Inc.,1,"1,600.00"
Vicente Gonzales for Congress,3,"1,594.00"
First National Bank Omaha,1,"1,584.68"
Various Vendors (in-kind),1,"1,578.74"
Rep. Angie Craig,2,"1,577.60"
Trump Make America Great Again Committee,5,"1,552.94"
Kasirer LLC,3,"1,550.00"
Katko for Congress ,1,"1,543.00"
American Express (alcohol products),3,"1,539.77"
Elissa Slotkin,3,"1,525.00"
NRCC 218,6,"1,500.00"
Amanda Makki For Congress,4,"1,500.00"
Joan and Mathew Milas,4,"1,500.00"
John Lesinski for Congress,4,"1,500.00"
Grothman for Congress,4,"1,500.00"
Lofgren for Congress ,4,"1,500.00"
The Doug LaMalfa Committee,3,"1,500.00"
Brandon Batch for Congress,3,"1,500.00"
Thom Tillis for Senate,3,"1,500.00"
Bart Stupak,3,"1,500.00"
Elanco PAC,3,"1,500.00"
Murphy for Congress,3,"1,500.00"
Ron Kind for Congress,3,"1,500.00"
Betsy Dirksen Londrigan For Congress,3,"1,500.00"
Ritchie Torres Democrat for Congress,3,"1,500.00"
"The Grassley Committee, Inc.",3,"1,500.00"
John Blair for New Mexico,3,"1,500.00"
